groupcode,schoolname,GroupLeader,FirstName,LastName,age,Gender,eventcode,eventname,score
G036,"Sloane Higgins High","Nissim Barrera",Katell,Baldwin,19,F,E001,"50 Meter Dash",15
G036,"Sloane Higgins High","Nissim Barrera",Katell,Baldwin,19,F,E011,"Run Long Jump",300
G036,"Sloane Higgins High","Nissim Barrera",Ora,Charles,18,F,E001,"50 Meter Dash",12
G036,"Sloane Higgins High","Nissim Barrera",Ora,Charles,18,F,E015,"Softball Throw",2000
G037,"Daquan Hopper High","Jelani Hammond",Aaron,Burnett,51,M,E007,"100 Meter Walk",200
G037,"Daquan Hopper High","Jelani Hammond",Aaron,Burnett,51,M,E015,"Softball Throw",110
G037,"Daquan Hopper High","Jelani Hammond",Abdul,Clayton,26,M,E007,"100 Meter Walk",300
G037,"Daquan Hopper High","Jelani Hammond",Abdul,Clayton,26,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Adrian,George,60,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Adrian,George,60,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Aidan,Huff,53,M,E013,"Standing Long Jump",300
G037,"Daquan Hopper High","Jelani Hammond",Aidan,Huff,53,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Alden,Huffman,50,M,E007,"100 Meter Walk",345
G037,"Daquan Hopper High","Jelani Hammond",Alden,Huffman,50,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Alfonso,Fuller,43,M,E007,"100 Meter Walk",200
G037,"Daquan Hopper High","Jelani Hammond",Alfonso,Fuller,43,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Amal,Rivera,50,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Amal,Rivera,50,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Beau,Banks,56,M,E013,"Standing Long Jump",200
G037,"Daquan Hopper High","Jelani Hammond",Beau,Banks,56,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Bevis,Curry,34,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Bevis,Curry,34,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Bevis,Lambert,48,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Bevis,Lambert,48,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Blaze,Baxter,46,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Blaze,Baxter,46,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Brady,French,33,M,E015,"Softball Throw",3000
G037,"Daquan Hopper High","Jelani Hammond",Brady,French,33,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Bruce,Giles,47,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Bruce,Giles,47,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Bruce,Kennedy,34,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Bruce,Kennedy,34,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Caldwell,Sears,37,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Caldwell,Sears,37,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Caleb,Nolan,45,M,E007,"100 Meter Walk",200
G037,"Daquan Hopper High","Jelani Hammond",Caleb,Nolan,45,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Camden,Terrell,54,M,E007,"100 Meter Walk",400
G037,"Daquan Hopper High","Jelani Hammond",Camden,Terrell,54,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Carl,Small,46,M,E013,"Standing Long Jump",300
G037,"Daquan Hopper High","Jelani Hammond",Carl,Small,46,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Carter,Cannon,51,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Carter,Cannon,51,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Carter,Maldonado,68,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Carter,Maldonado,68,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Christian,Waller,40,M,E007,"100 Meter Walk",200
G037,"Daquan Hopper High","Jelani Hammond",Christian,Waller,40,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Clinton,Camacho,46,M,E011,"Run Long Jump",100
G037,"Daquan Hopper High","Jelani Hammond",Clinton,Camacho,46,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Clinton,Hudson,51,M,E007,"100 Meter Walk",200
G037,"Daquan Hopper High","Jelani Hammond",Clinton,Hudson,51,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Colby,Mckinney,52,M,E007,"100 Meter Walk",300
G037,"Daquan Hopper High","Jelani Hammond",Colby,Mckinney,52,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Cruz,Day,42,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Cruz,Day,42,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Damian,Santana,47,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Damian,Santana,47,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Dane,Garrison,53,M,E002,"100 Meter Dash",200
G037,"Daquan Hopper High","Jelani Hammond",Dane,Garrison,53,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Dante,Perkins,30,M,E013,"Standing Long Jump",100
G037,"Daquan Hopper High","Jelani Hammond",Dante,Perkins,30,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",David,Cook,34,M,E014,"Shot Put",100
G037,"Daquan Hopper High","Jelani Hammond",David,Cook,34,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Deacon,Cameron,60,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Deacon,Cameron,60,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Denton,Stephens,77,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Denton,Stephens,77,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Devin,Herrera,54,M,E011,"Run Long Jump",100
G037,"Daquan Hopper High","Jelani Hammond",Devin,Herrera,54,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Dillon,Aguirre,39,M,E013,"Standing Long Jump",200
G037,"Daquan Hopper High","Jelani Hammond",Dillon,Aguirre,39,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Dolan,Neal,43,M,E007,"100 Meter Walk",200
G037,"Daquan Hopper High","Jelani Hammond",Dolan,Neal,43,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Drake,Travis,53,M,E014,"Shot Put",200
G037,"Daquan Hopper High","Jelani Hammond",Drake,Travis,53,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Driscoll,Myers,31,M,E019,"10M Assisted Walk",300
G037,"Daquan Hopper High","Jelani Hammond",Driscoll,Myers,31,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Dustin,Matthews,36,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Dustin,Matthews,36,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Eagan,Ewing,58,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Eagan,Ewing,58,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Eagan,Hayes,65,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Eagan,Hayes,65,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Eaton,Church,56,M,E007,"100 Meter Walk",300
G037,"Daquan Hopper High","Jelani Hammond",Eaton,Church,56,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Eaton,Gallagher,70,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Eaton,Gallagher,70,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Elton,Terry,61,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Elton,Terry,61,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Erich,Browning,49,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Erich,Browning,49,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Ezra,Tyler,47,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Ezra,Tyler,47,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Felix,Sloan,57,M,E007,"100 Meter Walk",300
G037,"Daquan Hopper High","Jelani Hammond",Felix,Sloan,57,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Fitzgerald,Stevens,53,M,E007,"100 Meter Walk",400
G037,"Daquan Hopper High","Jelani Hammond",Fitzgerald,Stevens,53,M,E015,"Softball Throw",2000
G037,"Daquan Hopper High","Jelani Hammond",Flynn,Joseph,63,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Flynn,Joseph,63,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Francis,Ayala,36,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Francis,Ayala,36,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Gannon,Simmons,30,M,E001,"50 Meter Dash",200
G037,"Daquan Hopper High","Jelani Hammond",Gannon,Simmons,30,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Garrison,Nunez,61,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Garrison,Nunez,61,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Gavin,Ochoa,54,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Gavin,Ochoa,54,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Griffith,Chase,39,M,E007,"100 Meter Walk",200
G037,"Daquan Hopper High","Jelani Hammond",Griffith,Chase,39,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Harrison,Head,49,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Harrison,Head,49,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Harrison,Joseph,52,M,E007,"100 Meter Walk",300
G037,"Daquan Hopper High","Jelani Hammond",Harrison,Joseph,52,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Hashim,Sargent,54,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Hashim,Sargent,54,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Herrod,Thomas,57,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Herrod,Thomas,57,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Hilel,Mack,63,M,E007,"100 Meter Walk",400
G037,"Daquan Hopper High","Jelani Hammond",Hilel,Mack,63,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Ignatius,Boyd,34,M,E013,"Standing Long Jump",100
G037,"Daquan Hopper High","Jelani Hammond",Ignatius,Boyd,34,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Iris,Francis,24,F,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Iris,Francis,24,F,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Isaac,Cooke,48,M,E011,"Run Long Jump",100
G037,"Daquan Hopper High","Jelani Hammond",Isaac,Cooke,48,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Jackson,Morin,65,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Jackson,Morin,65,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Jacob,Owen,44,M,E014,"Shot Put",300
G037,"Daquan Hopper High","Jelani Hammond",Jacob,Owen,44,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Jameson,Phelps,45,M,E001,"50 Meter Dash",300
G037,"Daquan Hopper High","Jelani Hammond",Jameson,Phelps,45,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Jeremy,Bright,67,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Jeremy,Bright,67,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Jin,Rivera,57,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Jin,Rivera,57,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Jonas,Dillard,58,M,E001,"50 Meter Dash",200
G037,"Daquan Hopper High","Jelani Hammond",Jonas,Dillard,58,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Joshua,Mathis,50,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Joshua,Mathis,50,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Joshua,Sanchez,42,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Joshua,Sanchez,42,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Josiah,Melendez,40,M,E007,"100 Meter Walk",200
G037,"Daquan Hopper High","Jelani Hammond",Josiah,Melendez,40,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Kennan,Lang,29,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Kennan,Lang,29,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Kevin,Bryan,42,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Kevin,Bryan,42,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Kevin,Marks,50,M,E013,"Standing Long Jump",200
G037,"Daquan Hopper High","Jelani Hammond",Kevin,Marks,50,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Laura,Boyer,44,F,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Laura,Boyer,44,F,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Louis,Payne,69,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Louis,Payne,69,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Lucius,Luna,28,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Lucius,Luna,28,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Macon,Osborne,32,M,E007,"100 Meter Walk",300
G037,"Daquan Hopper High","Jelani Hammond",Macon,Osborne,32,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Malcolm,Wynn,43,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Malcolm,Wynn,43,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Malik,Fields,72,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Malik,Fields,72,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Mufutau,Norman,36,M,E007,"100 Meter Walk",300
G037,"Daquan Hopper High","Jelani Hammond",Mufutau,Norman,36,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Mufutau,Yang,45,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Mufutau,Yang,45,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Nigel,Joyner,67,M,E011,"Run Long Jump",100
G037,"Daquan Hopper High","Jelani Hammond",Nigel,Joyner,67,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Noel,Nunez,21,F,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Noel,Nunez,21,F,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Otto,Merritt,51,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Otto,Merritt,51,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Paul,Puckett,59,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Paul,Puckett,59,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Peter,Erickson,36,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Peter,Erickson,36,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Philip,Guzman,69,M,E007,"100 Meter Walk",200
G037,"Daquan Hopper High","Jelani Hammond",Philip,Guzman,69,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Phillip,Bowers,54,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Phillip,Bowers,54,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Phillip,Perez,45,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Phillip,Perez,45,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Quinlan,Ewing,37,M,E002,"100 Meter Dash",100
G037,"Daquan Hopper High","Jelani Hammond",Quinlan,Ewing,37,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Quinn,Mercer,46,M,E007,"100 Meter Walk",300
G037,"Daquan Hopper High","Jelani Hammond",Quinn,Mercer,46,M,E013,"Standing Long Jump",200
G037,"Daquan Hopper High","Jelani Hammond",Quinn,Mosley,28,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Quinn,Mosley,28,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Rahim,Lindsey,59,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Rahim,Lindsey,59,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Rajah,Clay,24,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Rajah,Clay,24,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Raphael,Bowers,28,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Raphael,Bowers,28,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Rashad,Hanson,54,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Rashad,Reilly,62,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Rashad,Reilly,62,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Ray,Velazquez,52,M,E014,"Shot Put",200
G037,"Daquan Hopper High","Jelani Hammond",Ray,Velazquez,52,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Richard,Gordon,60,M,E002,"100 Meter Dash",300
G037,"Daquan Hopper High","Jelani Hammond",Richard,Gordon,60,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Robert,Rocha,25,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Roth,Greer,31,M,E007,"100 Meter Walk",300
G037,"Daquan Hopper High","Jelani Hammond",Roth,Greer,31,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Ryan,Booth,47,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Ryan,Booth,47,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Scott,Callahan,43,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Scott,Callahan,43,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Scott,Mcconnell,47,M,E013,"Standing Long Jump",200
G037,"Daquan Hopper High","Jelani Hammond",Scott,Mcconnell,47,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Sheila,Mccray,25,F,E007,"100 Meter Walk",200
G037,"Daquan Hopper High","Jelani Hammond",Sheila,Mccray,25,F,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Talon,Lawson,60,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Talon,Lawson,60,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Tanner,Bowman,49,M,E017,"25 M Wheelchair",500
G037,"Daquan Hopper High","Jelani Hammond",Tanner,Bowman,49,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Tatum,Green,60,F,E013,"Standing Long Jump",100
G037,"Daquan Hopper High","Jelani Hammond",Tatum,Green,60,F,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Timon,Higgins,45,M,E015,"Softball Throw",500
G037,"Daquan Hopper High","Jelani Hammond",Timon,Higgins,45,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Tobias,Pollard,32,M,E001,"50 Meter Dash",200
G037,"Daquan Hopper High","Jelani Hammond",Tobias,Pollard,32,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Trevor,Sullivan,62,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Trevor,Sullivan,62,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Tyler,Bentley,37,M,E002,"100 Meter Dash",300
G037,"Daquan Hopper High","Jelani Hammond",Tyler,Bentley,37,M,E013,"Standing Long Jump",300
G037,"Daquan Hopper High","Jelani Hammond",Upton,Ellis,67,M,E013,"Standing Long Jump",200
G037,"Daquan Hopper High","Jelani Hammond",Upton,Ellis,67,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Urielle,Osborne,23,F,E018,"Wheelchair Shot Put",300
G037,"Daquan Hopper High","Jelani Hammond",Urielle,Osborne,23,F,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Valentine,Gamble,55,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Valentine,Gamble,55,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Victor,Strong,71,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Victor,Strong,71,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Vladimir,Woodward,64,M,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Vladimir,Woodward,64,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Wayne,Davis,63,M,E013,"Standing Long Jump",200
G037,"Daquan Hopper High","Jelani Hammond",Wayne,Davis,63,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Whitney,Chan,44,F,E021,Developmental,0
G037,"Daquan Hopper High","Jelani Hammond",Whitney,Chan,44,F,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",William,Whitfield,62,M,E007,"100 Meter Walk",30
G037,"Daquan Hopper High","Jelani Hammond",William,Whitfield,62,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Winifred,Shepard,51,F,E003,"200 Meter Dash",300
G037,"Daquan Hopper High","Jelani Hammond",Winifred,Shepard,51,F,E014,"Shot Put",200
G037,"Daquan Hopper High","Jelani Hammond",Yuli,Gardner,47,M,E014,"Shot Put",300
G037,"Daquan Hopper High","Jelani Hammond",Yuli,Gardner,47,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Yuli,Young,51,M,E015,"Softball Throw",100
G037,"Daquan Hopper High","Jelani Hammond",Yuli,Young,51,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Zane,Buck,66,M,E013,"Standing Long Jump",200
G037,"Daquan Hopper High","Jelani Hammond",Zane,Buck,66,M,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Zenia,Juarez,44,F,E013,"Standing Long Jump",200
G037,"Daquan Hopper High","Jelani Hammond",Zenia,Juarez,44,F,E015,"Softball Throw",300
G037,"Daquan Hopper High","Jelani Hammond",Zephania,Mcfarland,23,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Zephania,Mcfarland,23,M,E099,"Olympic Town",0
G037,"Daquan Hopper High","Jelani Hammond",Zephania,Ramos,35,M,E015,"Softball Throw",200
G037,"Daquan Hopper High","Jelani Hammond",Zephania,Ramos,35,M,E099,"Olympic Town",0
G038,"Zia Hinton High","Cain Chen",Abbot,Douglas,59,M,E007,"100 Meter Walk",0
G038,"Zia Hinton High","Cain Chen",Abbot,Douglas,59,M,E015,"Softball Throw",3500
G038,"Zia Hinton High","Cain Chen",Abraham,Mathis,50,M,E007,"100 Meter Walk",40
G038,"Zia Hinton High","Cain Chen",Abraham,Mathis,50,M,E015,"Softball Throw",2500
G038,"Zia Hinton High","Cain Chen",Alan,Russo,55,M,E007,"100 Meter Walk",100
G038,"Zia Hinton High","Cain Chen",Alan,Russo,55,M,E015,"Softball Throw",1600
G038,"Zia Hinton High","Cain Chen",Anthony,Bruce,26,M,E001,"50 Meter Dash",16
G038,"Zia Hinton High","Cain Chen",Anthony,Bruce,26,M,E015,"Softball Throw",800
G038,"Zia Hinton High","Cain Chen",Asher,Monroe,27,M,E007,"100 Meter Walk",45
G038,"Zia Hinton High","Cain Chen",Asher,Monroe,27,M,E014,"Shot Put",2500
G038,"Zia Hinton High","Cain Chen",Avram,Decker,53,M,E015,"Softball Throw",200
G038,"Zia Hinton High","Cain Chen",Avram,Decker,53,M,E099,"Olympic Town",0
G038,"Zia Hinton High","Cain Chen",Barrett,Cotton,42,M,E015,"Softball Throw",100
G038,"Zia Hinton High","Cain Chen",Barrett,Cotton,42,M,E099,"Olympic Town",0
G038,"Zia Hinton High","Cain Chen",Barrett,Kline,52,M,E015,"Softball Throw",400
G038,"Zia Hinton High","Cain Chen",Barrett,Kline,52,M,E099,"Olympic Town",0
G038,"Zia Hinton High","Cain Chen",Berk,Cameron,32,M,E007,"100 Meter Walk",53
G038,"Zia Hinton High","Cain Chen",Berk,Cameron,32,M,E015,"Softball Throw",3700
G038,"Zia Hinton High","Cain Chen",Brett,Frederick,57,M,E007,"100 Meter Walk",100
G038,"Zia Hinton High","Cain Chen",Brett,Frederick,57,M,E015,"Softball Throw",1600
G038,"Zia Hinton High","Cain Chen",Brian,Hutchinson,31,M,E007,"100 Meter Walk",35
G038,"Zia Hinton High","Cain Chen",Brian,Hutchinson,31,M,E015,"Softball Throw",6000
G038,"Zia Hinton High","Cain Chen",Castor,Castillo,62,M,E099,"Olympic Town",0
G038,"Zia Hinton High","Cain Chen",Christopher,Shaw,35,M,E015,"Softball Throw",2500
G038,"Zia Hinton High","Cain Chen",Christopher,Shaw,35,M,E099,"Olympic Town",0
G038,"Zia Hinton High","Cain Chen",Clayton,Mccoy,33,M,E013,"Standing Long Jump",300
G038,"Zia Hinton High","Cain Chen",Clayton,Mccoy,33,M,E015,"Softball Throw",800
G038,"Zia Hinton High","Cain Chen",Cole,Lindsey,49,M,E015,"Softball Throw",200
G038,"Zia Hinton High","Cain Chen",Cole,Lindsey,49,M,E099,"Olympic Town",0
